Unnamed: 0,pdf,authors,titles,number,available,filename
18,https://psb.stanford.edu/psb-online/proceedings/psb15/jeff.pdf,"Janina M. Jeff, Kristin Brown-Gentry, Dana C. Crawford",Identification of Gene-Gene and Gene-Environment Interactions Within the Fibrinogen Gene Cluster for Fibrinogen Levels in Three Ethnically Diverse Populations,18.0,True,2015\18_main_body.txt
19,https://psb.stanford.edu/psb-online/proceedings/psb15/patel.pdf,"Chirag J. Patel, Arjun K. Manrai",Development of Exposome Correlations Globes to Map Out Environment-Wide Associations,19.0,True,2015\19_main_body.txt
20,https://psb.stanford.edu/psb-online/proceedings/psb15/restrepo.pdf,"Nicole A. Restrepo, Sabrina L. Mitchell, Robert J. Goodloe, Deborah G. Murdock, Jonathan L. Haines, Dana C. Crawford",Mitochondrial Variation and the Risk of Age-Related Macular Degeneration Across Diverse Populations,20.0,True,2015\20_main_body.txt
21,https://psb.stanford.edu/psb-online/proceedings/psb15/wang.pdf,"Lili Wang, Parvin Mousavi, Sergio E. Baranzini",iPINBPA: An Integrative Network-Based Functional Module Discovery Tool for Genome-Wide Association Studies,21.0,True,2015\21_main_body.txt
22,https://psb.stanford.edu/psb-online/proceedings/psb15/binder.pdf,"The sbv IMPROVER project team (in alphabetical order): Jean Binder, Stephanie Boue, Anselmo Di Fabio, R. Brett Fields, William Hayes, Julia Hoeng, Jennifer S. Park, Manuel C. Peitsch",Reputation-Based Collaborative Network Biology,22.0,True,2015\22_main_body.txt
23,https://psb.stanford.edu/psb-online/proceedings/psb15/good.pdf,"Benjamin M. Good, Max Nanis, Chunlei Wu, Andrew I. Su",Microtask Crowdsourcing for Disease Mention Annotation in PubMed Abstracts,23.0,True,2015\23_main_body.txt
24,https://psb.stanford.edu/psb-online/proceedings/psb15/irshad.pdf,"Humayun Irshad, Laleh Montaser-Kouhsari, Gail Waltz, Octavian Bucur, Jonathan A. Nowak, Fei Dong, Nicholas W. Knoblauch, Andrew H. Beck","Crowdsourcing Image Annotation for Nucleus Detection and Segmentation in Computational Pathology:  Evaluating Experts, Automated Methods, and the Crowd",24.0,True,2015\24_main_body.txt
25,https://psb.stanford.edu/psb-online/proceedings/psb15/odgers.pdf,"David J. Odgers, Rave Harpaz, Alison Callahan, Gregor Stiglic, Nigam H. Shah",Analyzing Search Behavior of Healthcare Professionals for Drug Safety Surveillance,25.0,True,2015\25_main_body.txt
26,https://psb.stanford.edu/psb-online/proceedings/psb15/tastan.pdf,"Oznur Tastan, Yanjun Qi, Jaime G. Carbonell, Judith Klein-Seetharaman",Refining Literature Curated Protein Interactions Using Expert Opinions,26.0,True,2015\26_main_body.txt
27,https://psb.stanford.edu/psb-online/proceedings/psb15/waldispuhl.pdf,"Jérôme Waldispühl, Arthur Kam, Paul P. Gardner",Crowdsourcing RNA Structural Alignments with an Online Computer Game,27.0,True,2015\27_main_body.txt
28,https://psb.stanford.edu/psb-online/proceedings/psb15/birol.pdf,"Inanc Birol, Anthony Raymond, Readman Chiu, Ka Ming Nip, Shaun D. Jackman, Maayan Kreitzman, T. Roderick Docking, Catherine A. Ennis, A. Gordon Robertson, Aly Karsan",KLEAT: Cleavage Site Analysis of Transcriptomes,28.0,True,2015\28_main_body.txt
29,https://psb.stanford.edu/psb-online/proceedings/psb15/chang.pdf,"Rui Chang, Jonathan R. Karr, Eric E. Schadt",Causal Inference in Biology Networks with Integrated Belief Propagation,29.0,True,2015\29_main_body.txt
30,https://psb.stanford.edu/psb-online/proceedings/psb15/diggans.pdf,"James Diggans, Su Yeon Kim, Zhanzhi Hu, Daniel Pankratz, Mei Wong, Jessica Reynolds, Ed Tom, Moraima Pagan, Robert Monroe, Juan Rosai, Virginia A. Livolsi, Richard B. Lanman, Richard T. Kloos, P. Sean Walsh, Giulia C. Kennedy",Machine Learning from Concept to Clinic: Reliable Detection of BRAF V600E DNA Mutations in Thyroid Nodules Using High-Dimensional RNA Expression Data,30.0,True,2015\30_main_body.txt
31,https://psb.stanford.edu/psb-online/proceedings/psb15/fan-minogue.pdf,"Hua Fan-Minogue, Bin Chen, Weronika Sikora-Wohlfeld, Marina Sirota, Atul J. Butte",A Systematic Assessment of Linking Gene Expression with Genetic Variants for Prioritizing Candidate Targets,31.0,True,2015\31_main_body.txt
32,https://psb.stanford.edu/psb-online/proceedings/psb15/gao.pdf,"Tianxiang Gao, Petter Brodin, Mark M Davis, Vladimir Jojic",Drug-induced mRNA Signatures Are Enriched for the Minority of Genes that Are Highly Heritable,32.0,True,2015\32_main_body.txt
33,https://psb.stanford.edu/psb-online/proceedings/psb15/glicksberg.pdf,"Benjamin S. Glicksberg, Li Li, Wei-Yi Cheng, Khader Shameer, Jo\0x0308rg Hakenberg, Rafael Castellanos, Meng Ma, Lisong Shi, Hardik Shah, Joel T. Dudley, Rong Chen",An Integrative Pipeline for Multi-Modal Discovery of Disease Relationships,33.0,True,2015\33_main_body.txt
34,https://psb.stanford.edu/psb-online/proceedings/psb15/hinterberg.pdf,"Michael A. Hinterberg, David P. Kao, Michael R. Bristow, Lawrence E. Hunter, J. David Port, Carsten Goerg",PEAX: Interactive Visual Analysis and Exploration of Complex Clinical Phenotype and Gene Expression Association,34.0,True,2015\34_main_body.txt
35,https://psb.stanford.edu/psb-online/proceedings/psb15/huang.pdf,"Grace T. Huang, Ioannis Tsamardinos, Vineet Raghu, Naftali Kaminski, Panayiotis V. Benos",T-ReCS: Stable Selection of Dynamically Formed Groups of Features with Application to Prediction of Clinical Outcomes,35.0,True,2015\35_main_body.txt
36,https://psb.stanford.edu/psb-online/proceedings/psb15/makashir.pdf,"Sumit B. Makashir, Leah C. Kottyan, Matthew T. Weirauch",Meta-Analysis of Differential Gene Co-Expression: Application to Lupus,36.0,True,2015\36_main_body.txt
37,https://psb.stanford.edu/psb-online/proceedings/psb15/nie.pdf,"Zhi Nie, Tao Yang, Yashu Liu, Binbin Lin, Qingyang Li, Vaibhav A Narayan, Gayle Wittenberg, Jieping Ye",Melancholic Depression Prediction by Identifying Representative Features in Metabolic and Microarray Profiles with Missing Values,37.0,True,2015\37_main_body.txt
38,https://psb.stanford.edu/psb-online/proceedings/psb15/sengupta.pdf,"Subhajit Sengupta, Jin Wang, Juhee Lee, Peter Mueller, Kamalakar Gulukota, Arunava Banerjee, Yuan Ji",BayClone: Bayesian Nonparametric Inference of Tumor Subclones Using NGS Data,38.0,True,2015\38_main_body.txt
39,https://psb.stanford.edu/psb-online/proceedings/psb15/wkshop-human.pdf,James M. Sikela,Human Evolutionary Genomics and the Search for the Genes that Made Us Human,39.0,True,2015\39_main_body.txt
40,https://psb.stanford.edu/psb-online/proceedings/psb15/wkshop-discovery.pdf,Vasant Honavar,Discovery Informatics in Biological and Biomedical Sciences: Research Challenges and Opportunities,40.0,True,2015\40_main_body.txt
41,https://psb.stanford.edu/psb-online/proceedings/psb15/wkshp-public.pdf,"Richard Gayle, Mark Minie, Erik Nilsson",Inviting the Public: The Impact on Informatics Arising from Emerging Global Health Research Paradigms,41.0,True,2015\41_main_body.txt
42,https://psb.stanford.edu/psb-online/proceedings/psb15/wkshop-bioinfo.pdf,"Kristine A. Pattin, Anna C. Greene, Russ B. Altman, Kevin B. Cohen, Elizabeth Wethington, Carsten Goerg, Lawrence E. Hunter, Spencer V. Muse, Predrag Radivojac, Jason H. Moore",Training the Next Generation of Quantitative Biologists in the Era of Big Data,42.0,True,2015\42_main_body.txt
43,https://psb.stanford.edu/psb-online/proceedings/psb15/erratum.pdf,Pacific Symposium on Biocomputing 20:493-505(2015),"ERRATUM: Next-Generation Analysis of Cataracts: Determining Knowledge Driven Gene-Gene Interactions Using Biofilter, and Gene-Environment Interactions Using the PhenX Toolkit",43.0,True,2015\43_main_body.txt
0,https://psb.stanford.edu/psb-online/proceedings/psb17/bowerman.pdf,"Nathan Bowerman, Nathan Tintle, Matthew DeJongh, Aaron A. Best",Identification and Analysis of Bacterial Genomic Metabolic Signatures,0.0,True,2017\0_main_body.txt
1,https://psb.stanford.edu/psb-online/proceedings/psb17/cao.pdf,"Mengfei Cao, Lenore J. Cowen",When should we NOT transfer functional annotation between sequence paralogs?,1.0,True,2017\1_main_body.txt
2,https://psb.stanford.edu/psb-online/proceedings/psb17/wang_s.pdf,"Sheng Wang, Meng Qu, Jian Peng",ProSNet: integrating homology with molecular networks for protein function prediction,2.0,True,2017\2_main_body.txt
3,https://psb.stanford.edu/psb-online/proceedings/psb17/wiwie.pdf,"Christian Wiwie, Richard Röttger",On the power and limits of sequence similarity based clustering of proteins into families,3.0,True,2017\3_main_body.txt
4,https://psb.stanford.edu/psb-online/proceedings/psb17/gao.pdf,"Chen Gao, Junghi Kim, Wei Pan",Adaptive testing of SNP-brain functional connectivity association via a modular network analysis,4.0,True,2017\4_main_body.txt
5,https://psb.stanford.edu/psb-online/proceedings/psb17/kuncheva.pdf,"Zhana Kuncheva, Michelle L. Krishnan, Giovanni Montana",Exploring Brain Transcriptomic Patterns: A Topological Analysis Using Spatial Expression Networks,5.0,True,2017\5_main_body.txt
6,https://psb.stanford.edu/psb-online/proceedings/psb17/wang_c.pdf,"Chao Wang, Hai Su, Lin Yang, Kun Huang",Integrative Analysis for Lung Adenocarcinoma Predicts Morphological Features Associated with Genetic Variations,6.0,True,2017\6_main_body.txt
7,https://psb.stanford.edu/psb-online/proceedings/psb17/yan.pdf,"Jingwen Yan, Shannon L. Risacher, Kwangsik Nho, Andrew J. Saykin, Li Shen",Identification of Discriminative Imaging Proteomics Associations in Alzheimer's Disease via a Novel Sparse Correlation Model>,7.0,True,2017\7_main_body.txt
8,https://psb.stanford.edu/psb-online/proceedings/psb17/zille.pdf,"Pascal Zille, Vince D. Calhoun, Yu-Ping Wang",Enforcing Co-expression in Multimodal Regression Framework,8.0,True,2017\8_main_body.txt
9,https://psb.stanford.edu/psb-online/proceedings/psb17/cohain.pdf,"Ariella Cohain, Aparna A. Divaraniya, Kuixi Zhu, Joseph R. Scarpa, Andrew Kasarskis, Jun Zhu, Rui Chang, Joel T. Dudley, Eric E. Schadt",Exploring the Reproducibility of Probabilistic Causal Molecular Network Models>,9.0,True,2017\9_main_body.txt
10,https://psb.stanford.edu/psb-online/proceedings/psb17/guney.pdf,Emre Guney,Reproducible Drug Repurposing: When Similarity Does Not Suffice,10.0,True,2017\10_main_body.txt
11,https://psb.stanford.edu/psb-online/proceedings/psb17/haynes.pdf,"Winston A. Haynes, Francesco Vallania, Charles Liu, Erika Bongen, Aurelie Tomczak, Marta Andres-Terrè, Shane Lofgren, Andrew Tam, Cole A. Deisseroth, Matthew D. Li, Timothy E.Sweeney, and Purvesh Khatri",Empowering Multi-Cohort Gene Expression Analysis to Increase Reproducibility,11.0,True,2017\11_main_body.txt
12,https://psb.stanford.edu/psb-online/proceedings/psb17/kaushik.pdf,"Gaurav Kaushik, Sinisa Ivkovic, Janko Simonovic, Nebojsa Tijanic, Brandi Davis-Dusenbery, Deniz Kural",Rabix: An Open-Source Workflow Executor Supporting Recomputability and Interoperability of Workflow Descriptions,12.0,True,2017\12_main_body.txt
13,https://psb.stanford.edu/psb-online/proceedings/psb17/yang.pdf,"Shan Yang, Melissa Cline, Can Zhang, Benedict Paten and Stephen E. Lincoln",Data Sharing and Reproducible Clinical Genetic Testing: Successes and Challenges,13.0,True,2017\13_main_body.txt
14,https://psb.stanford.edu/psb-online/proceedings/psb17/agarwal.pdf,"Vibhu Agarwal, Nigam H. Shah",Learning Attributes of Disease Progression from Trajectories of Sparse Lab Values,14.0,True,2017\14_main_body.txt
15,https://psb.stanford.edu/psb-online/proceedings/psb17/arunachalam.pdf,"Harish Babu Arunachalam, Rashika Mishra, Bogdan Armaselu, Ovidiu Daescu, Maria Martinez, Patrick Leavey, Dinesh Rakheja, Kevin Cederberg, Anita Sengupta, Molly Ni'suilleabhain",Computer Aided Image Segmentation and Classification for Viable and Non-Viable Tumor Identification in Osteosarcoma,15.0,True,2017\15_main_body.txt
16,https://psb.stanford.edu/psb-online/proceedings/psb17/beaulieujones.pdf,"Brett K. Beaulieu-Jones, Jason H. Moore, The Pooled Resource Open-Access ALS Clinical Trials Consortium",Missing Data Imputation in the Electronic Health Record Using Deeply Learned Autoencoders,16.0,True,2017\16_main_body.txt
17,https://psb.stanford.edu/psb-online/proceedings/psb17/danaee.pdf,"Padideh Danaee, Reza Ghaeini, David Hendrix",A Deep Learning Approach for Cancer Detection and Relevant Gene Identification,17.0,True,2017\17_main_body.txt
18,https://psb.stanford.edu/psb-online/proceedings/psb17/hollister.pdf,"Brittany M. Hollister, Nicole A. Restrepo, Eric Farber-Eger, Dana C. Crawford, Melinda C. Aldrich, Amy Non",Development and Performance of Text-Mining Algorithms to Extract Socioeconomic Status from De-Identified Electronic Health Records,18.0,True,2017\18_main_body.txt
19,https://psb.stanford.edu/psb-online/proceedings/psb17/keaton.pdf,"Jacob M. Keaton, Jacklyn N. Hellwege, Maggie C. Y. Ng, Nicholette D. Palmer, James S. Pankow, Myriam Fornage, James G. Wilson, Adolfo Correa, Laura J. Rasmussen-Torvik, Jerome I. Rotter, Yii-Der I. Chen, Kent D. Taylor, Stephen S. Rich, Lynne E. Wagenknecht, Barry I. Freedman, Donald W. Bowden",Genome-Wide Interaction with Selected Type 2 Diabetes Loci Reveals Novel Loci for Type 2 Diabetes in African Americans,19.0,True,2017\19_main_body.txt
20,https://psb.stanford.edu/psb-online/proceedings/psb17/lanchantin.pdf,"Jack Lanchantin, Ritambhara Singh, Beilun Wang, Yanjun Qi",Deep Motif Dashboard: Visualizing and Understanding Genomic Sequences Using Deep Neural Networks,20.0,True,2017\20_main_body.txt
21,https://psb.stanford.edu/psb-online/proceedings/psb17/scott.pdf,"Madeleine Scott, Francesco Vallania, and Purvesh Khatri",Meta-Analysis of Continuous Phenotypes Identifies a Gene Signature that Correlates with COPD Disease Status,21.0,True,2017\21_main_body.txt
22,https://psb.stanford.edu/psb-online/proceedings/psb17/shameer.pdf,"Khader Shameer, Kipp W. Johnson, Alexandre Yahi, Riccardo Miotto, Li Li, Doran Ricks, Jebakumar Jebakaran, Patricia Kovatch, Partho P. Sengupta, Annetine Gelijns, Alan Moskovitz, Bruce Darrow, David L. Reich, Andrew Kasarskis, Nicholas P. Tatonetti, Sean Pinney, Joel T. Dudley",Predictive Modeling of Hospital Readmission Rates Using Electronic Medical Record-Wide Machine Learning: A Case-Study Using Mount Sinai Heart Failure Cohort,22.0,True,2017\22_main_body.txt
23,https://psb.stanford.edu/psb-online/proceedings/psb17/stanescu.pdf,"Ana Stanescu, Gaurav Pandey",Learning Parsimonious Ensembles for Unbalanced Computational Genomics Problems,23.0,True,2017\23_main_body.txt
24,https://psb.stanford.edu/psb-online/proceedings/psb17/tignor.pdf,"Nicole Tignor, Pei Wang, Nicholas Genes, Linda Rogers, Steven G. Hershman, Erick R. Scott, Micol Zweig, Yu-Feng Yvonne Chan, Eric E. Schadt",Methods for Clustering Time Series Data Acquired from Mobile Health Apps,24.0,True,2017\24_main_body.txt
25,https://psb.stanford.edu/psb-online/proceedings/psb17/vonkorff.pdf,"Modest von Korff, Tobias Fink, Thomas Sander",A New Relevance Estimator for the Compilation and Visualization of Disease Patterns and Potential Drug Targets,25.0,True,2017\25_main_body.txt
26,https://psb.stanford.edu/psb-online/proceedings/psb17/whiting.pdf,"Kathleen Whiting, Larry Y. Liu, Mehmet Koyuturk, Gunnur Karakurt",Network Map of Adverse Health Effects Among Victims of Intimate Partner Violence,26.0,True,2017\26_main_body.txt
27,https://psb.stanford.edu/psb-online/proceedings/psb17/wilson.pdf,"Stephen J. Wilson, Angela D. Wilkins, Chih-Hsu Lin, Rhonald C. Lua, Olivier Lichtarge",Discovery of Functional and Disease Pathways by Community Detection in Protein-Protein Interaction Networks,27.0,True,2017\27_main_body.txt
28,https://psb.stanford.edu/psb-online/proceedings/psb17/bauer.pdf,"Christopher R. Bauer, Daniel Lavage, John Snyder, Joseph Leader, J. Matthew Mahoney, Sarah A. Pendergrass",Opening the Door to the Large Scale Use of Clinical Lab Measures for Association Testing: Exploring Different Methods for Defining Phenotypes,28.0,True,2017\28_main_body.txt
29,https://psb.stanford.edu/psb-online/proceedings/psb17/beck_a.pdf,"Andrew Beck, Alexander Luedtke, Keli Liu, Nathan Tintle",A Powerful Method for Including Genotype Uncertainty in Tests of Hardy-Weinberg Equilibrium,29.0,True,2017\29_main_body.txt
30,https://psb.stanford.edu/psb-online/proceedings/psb17/beck_m.pdf,"Mette Beck, David Westergaard, Leif Groop and Soren Brunak",Temporal Order of Disease Pairs Affects Subsequent Disease Trajectories: The Case of Diabetes and Sleep Apnea,30.0,True,2017\30_main_body.txt
31,https://psb.stanford.edu/psb-online/proceedings/psb17/diaz.pdf,"Diana Diaz, Michele Donato, Tin Nguyen, Sorin Draghici",MicroRNA-Augmented Pathways (mirAP) and Their Applications to Pathway Analysis and Disease Subtyping,31.0,True,2017\31_main_body.txt
32,https://psb.stanford.edu/psb-online/proceedings/psb17/durmaz.pdf,"Arda Durmaz, Tim A.D. Henderson, Douglas Brubaker, Gurkan Bebek",Frequent Subgraph Mining of Personalized Signaling Pathway Networks Groups Patients with Frequently Dysregulated Disease Pathways and Predicts Prognosis,32.0,True,2017\32_main_body.txt
33,https://psb.stanford.edu/psb-online/proceedings/psb17/gallion.pdf,"Jonathan Gallion, Angela D. Wilkins, Olivier Lichtarge",Human Kinases Display Mutational Hotspots at Cognate Positions Within Cancer,33.0,True,2017\33_main_body.txt
34,https://psb.stanford.edu/psb-online/proceedings/psb17/he.pdf,"Dan He, Laxmi Parida",MUSE: A Multi-locus Sampling-based Epistasis Algorithm for Quantitative Genetic Trait Prediction,34.0,True,2017\34_main_body.txt
35,https://psb.stanford.edu/psb-online/proceedings/psb17/kabat.pdf,"Halla Kabat, Leo Tunkle, Inhan Lee",ceRNA Search Method Identified a MET-activated Subgroup Among EGFR DNA Amplified Lung Adenocarcinoma Patients,35.0,True,2017\35_main_body.txt
36,https://psb.stanford.edu/psb-online/proceedings/psb17/kamp.pdf,"Thomas Kamp, Micah Adams, Craig Disselkoen, Nathan Tintle",Improved Performance of Gene Set Analysis on Genome-Wide Transcriptomics Data when Using Gene Activity State Estimates,36.0,True,2017\36_main_body.txt
37,https://psb.stanford.edu/psb-online/proceedings/psb17/kuan.pdf,"Pei Fen Kuan, Junyan Song, Shuyao He",methylDMV: Simultaneous Detection of Differential DNA Methylation and Variability with Confounder Adjustment,37.0,True,2017\37_main_body.txt
38,https://psb.stanford.edu/psb-online/proceedings/psb17/ma.pdf,"Meng Ma, Changchang Wang, Benjamin Glicksberg, Eric Schadt, Shuyu D. Li, Rong Chen",Identify Cancer Driver Genes Through Shared Mendelian Disease Pathogenic Variants and Cancer Somatic Mutations,38.0,True,2017\38_main_body.txt
39,https://psb.stanford.edu/psb-online/proceedings/psb17/schultz.pdf,"André Schultz, Sanket Mehta, Chenyue W. Hu, Fieke W Hoff, Terzah M. Horton, Steven M. Kornblau, Amina A. Qutub",Identifying Cancer Specific Metabolic Signatures Using Constraint-Based Models,39.0,True,2017\39_main_body.txt
40,https://psb.stanford.edu/psb-online/proceedings/psb17/speyer.pdf,"Gil Speyer, Divya Mahendra, Hai J. Tran, Jeff Kiefer, Stuart L. Schreiber, Paul A. Clemons, Harshil Dhruv, Michael Berens, Seungchan Kim",Differential Pathway Dependency Discovery Associated with Drug Response across Cancer Cell Lines,40.0,True,2017\40_main_body.txt
41,https://psb.stanford.edu/psb-online/proceedings/psb17/thompson.pdf,"Jeffrey A. Thompson, Carmen J. Marsit",A Methylation-to-Expression Feature Model for Generating Accurate Prognostic Risk Scores and Identifying Disease Targets in Clear Cell Kidney Cancer,41.0,True,2017\41_main_body.txt
42,https://psb.stanford.edu/psb-online/proceedings/psb17/venkataraman.pdf,"Guhan Ram Venkataraman, Chloe O'Connell, Fumiko Egawa, Dorna Kashef-Haghighi, Dennis Paul Wall",De Novo Mutations in Autism Implicate the Synaptic Elimination Network,42.0,True,2017\42_main_body.txt
43,https://psb.stanford.edu/psb-online/proceedings/psb17/verma.pdf,"Shefali S. Verma, Anastasia M. Lucas, Daniel R. Lavage, Joseph B. Leader, Raghu Metpally, Sarathbabu Krishnamurthy, Frederick Dewey, Ingrid Borecki, Alexander Lopez, John Overton, John Penn, Jeffrey Reid, Sarah A. Pendergrass, Gerda Breitwieser, Marylyn D. Ritchie",Identifying Genetic Associations with Variability in Metabolic Health and Blood Count Laboratory Values: Diving into the Quantitative Traits by Leveraging Longitudinal Data from an EHR,43.0,True,2017\43_main_body.txt
44,https://psb.stanford.edu/psb-online/proceedings/psb17/wiley.pdf,"Laura Wiley, Jacob VanHouten, David Samuels, Melinda Aldrich, Dan Roden, Josh Peterson, Joshua Denny",Strategies for Equitable Pharmacogenomic-Guided Warfarin Dosing Among European and African American Individuals in a Clinical Population,44.0,True,2017\44_main_body.txt
45,https://psb.stanford.edu/psb-online/proceedings/psb17/aevermann.pdf,"Brian Aevermann, Jamison Mccorrison, Pratap Venepally, Rebecca Hodge, Trygve Bakken, Jeremy Miller, Mark Novotny, Danny N. Tran, Francisco Diez-Fuertes, Lena Christiansen, Fan Zhang, Frank Steemers, Roger S. Lasken, Ed Lein, Nicholas Schork, Richard H. Scheuermann",Production of a Preliminary Quality Control Pipeline for Single Nuclei RNA-Seq and Its Application in the Analysis of Cell Type Diversity of Post-Mortem Human Brain Neocortex,45.0,True,2017\45_main_body.txt
46,https://psb.stanford.edu/psb-online/proceedings/psb17/cordero.pdf,"Pablo Cordero, Joshua M. Stuart","Tracing Co-Regulatory Network Dynamics in Noisy, Single-Cell Transcriptome Trajectories",46.0,True,2017\46_main_body.txt
47,https://psb.stanford.edu/psb-online/proceedings/psb17/fread.pdf,"Kristin I. Fread, William D. Strickland, Garry P. Nolan, Eli R. Zunder",An Updated Debarcoding Tool for Mass Cytometry with Cell Type-Specific and Cell Sample-Specific Stringency Adjustment,47.0,True,2017\47_main_body.txt
48,https://psb.stanford.edu/psb-online/proceedings/psb17/johnson.pdf,"Travis Johnson, Zachary Abrams, Yan Zhang, Kun Huang",Mapping Neuronal Cell Types Using Integrative Multi-Species Modeling of Human and Mouse Single Cell RNA Sequencing,48.0,True,2017\48_main_body.txt
49,https://psb.stanford.edu/psb-online/proceedings/psb17/kanigelwinner.pdf,"Kimberly R. Kanigel Winner, James C. Costello",A Spatiotemporal Model to Simulate Chemotherapy Regimens for Heterogeneous Bladder Cancer Metastases to the Lung,49.0,True,2017\49_main_body.txt
50,https://psb.stanford.edu/psb-online/proceedings/psb17/kim.pdf,"Juho Kim, Nate Russell, Jian Peng",Scalable Visualization for High-dimensional Single-cell Data,50.0,True,2017\50_main_body.txt
51,https://psb.stanford.edu/psb-online/proceedings/psb17/wkshop-harnessing.pdf,"Kun-Hsing Yu, Steven N. Hart, Rachel Goldfeder, Qiangfeng Cliff Zhang, Stephen C. J. Parker, Michael Snyder",Harnessing Big Data for Precision Medicine: Infrastructures and Applications,51.0,True,2017\51_main_body.txt
52,https://psb.stanford.edu/psb-online/proceedings/psb17/wkshop-training.pdf,"Lana Garmire, Stephen Gliske, Quynh C Nguyen, Jonathan H. Chen, Shamim  Nemati, John D. Van Horn, Jason H. Moore, Carol Shreffler, Michelle Dunn",The Training of Next Generation Data Scientists in Biomedicine,52.0,True,2017\52_main_body.txt
53,https://psb.stanford.edu/psb-online/proceedings/psb17/wkshop-noboundary.pdf,"Jason H. Moore, Steven F. Jennings, Casey S. Greene, Lawrence E. Hunter, Andy D. Perkins, Clarlynda Williams-Devane, Donald C. Wunsch, Zhongming Zhao, Xiuzhen Huang",No-Boundary Thinking in Bioinformatics,53.0,True,2017\53_main_body.txt
54,https://psb.stanford.edu/psb-online/proceedings/psb17/wkshop-opendata.pdf,"Philip R.O. Payne, Kun Huang, Nigam H. Shah, Jessica Tenenbaum",Open Data for Discovery Science,54.0,True,2017\54_main_body.txt
0,https://psb.stanford.edu/psb-online/proceedings/psb04/buhler.pdf,"J.D. Buhler, R.M. Souvenir, W. Zhang, and R.D. Mitra",Design of a High-Throughput Assay for Alternative Splicing Using Polymerase Colonies,0.0,True,2004\0_main_body.txt
1,https://psb.stanford.edu/psb-online/proceedings/psb04/cline.pdf,"M.S. Cline, R. Shigeta, R.L. Wheeler, M.A. Siani-Rose, D. Kulp, and A.E. Loraine",The Effects of Alternative Splicing on Transmembrane Proteins in the Mouse Genome,1.0,True,2004\1_main_body.txt
2,https://psb.stanford.edu/psb-online/proceedings/psb04/grasso.pdf,"C. Grasso, B. Modrek, Y. Xing, and C. Lee",Genome-Wide Detection of Alternative Splicing in Expressed Sequences Using Partial Order Multiple Sequence Alignment Graphs,2.0,True,2004\2_main_body.txt
3,https://psb.stanford.edu/psb-online/proceedings/psb04/kan.pdf,"Z. Kan, J. Castle, J. M. Johnson, and N. F. Tsinoremas",Detection of Novel Splice Forms in Human and Mouse Using Cross-Species Approach,3.0,True,2004\3_main_body.txt
4,https://psb.stanford.edu/psb-online/proceedings/psb04/sakai.pdf,H. Sakai and O. Maruyama,Extensive Search for Discriminative Features of Alternative Splicing,4.0,True,2004\4_main_body.txt
5,https://psb.stanford.edu/psb-online/proceedings/psb04/sugnet.pdf,"C.W. Sugnet, W.J. Kent, M. Ares Jr., and D. Haussler",Transcriptome and Genome Conservation of Alternative Splicing Events in Humans and Mice,5.0,True,2004\5_main_body.txt
6,https://psb.stanford.edu/psb-online/proceedings/psb04/zheng.pdf,"C.L. Zheng, T.M. Nair, M. Gribskov, Y.S. Kwon, H.R. Li, and X.-D. Fu",A Database Designed to Computationally Aid an Experimental Approach to Alternative Splicing,6.0,True,2004\6_main_body.txt
7,https://psb.stanford.edu/psb-online/proceedings/psb04/bass.pdf,"M.P. Bass, E.R. Martin, and E.R. Hauser",Pedigree Generation for Analysis of Genetic Linkage and Association,7.0,True,2004\7_main_body.txt
8,https://psb.stanford.edu/psb-online/proceedings/psb04/eronen.pdf,"L. Eronen, F. Geerts, and H. Toivonen",A Markov Chain Approach to Reconstruction of Long Haplotypes,8.0,True,2004\8_main_body.txt
9,https://psb.stanford.edu/psb-online/proceedings/psb04/kang.pdf,"S.J. Kang, D. Gordon, A.M. Brown, J. Ott, and S.J. Finch",Tradeoff Between No-Call Reduction in Genotyping Error Rate and Loss of Sample Size for Genetic Case/Control Association Studies,9.0,True,2004\9_main_body.txt
10,https://psb.stanford.edu/psb-online/proceedings/psb04/kim.pdf,"S.K. Kim, K. Zhang, and F. Sun",A Comparison of Different Strategies for Computing Confidence Intervals of the Linkage Disequilibrium Measure,10.0,True,2004\10_main_body.txt
11,https://psb.stanford.edu/psb-online/proceedings/psb04/sharan.pdf,"R. Sharan, A.Ben-Dor, and Z. Yakhini",Multiplexing Schemes for Generic SNP Genotyping Assays,11.0,True,2004\11_main_body.txt
12,https://psb.stanford.edu/psb-online/proceedings/psb04/zhu.pdf,"X. Zhu, S. Zhang, D. Kan, and R. Cooper",Haplotype Block Definition and Its Application,12.0,True,2004\12_main_body.txt
13,https://psb.stanford.edu/psb-online/proceedings/psb04/aitken.pdf,"J.S. Aitken, B.L. Webber, and J.B.L. Bard",Part-of Relations in Anatomy Ontologies: A Proposal for RDFS and OWL Formalisations,13.0,True,2004\13_main_body.txt
14,https://psb.stanford.edu/psb-online/proceedings/psb04/gkoutos.pdf,"G.V. Gkoutos, E.C.J. Green, A.M. Mallon, J.M. Hancock, and D. Davidson",Building Mouse Phenotype Ontologies,14.0,True,2004\14_main_body.txt
15,https://psb.stanford.edu/psb-online/proceedings/psb04/karp.pdf,"P.D. Karp, S. Paley, C.J. Krieger, and P. Zhang",An Evidence Ontology for Use in Pathway/Genome Databases,15.0,True,2004\15_main_body.txt
