Title,Authors,Year,DOI,PubMed IDs,Full Authors,distr,Cited By Count
A Bayesian integration model of high-throughput proteomics and metabolomics data for improved early detection of microbial infections.,"Bobbie-Jo M. Webb-Robertson, Lee Ann Mccue, Nathanial Beagley, Jason E. Mcdermott, David S. Wunschel, Susan M. Varnum, Jian Zhi Hu, Nancy G. Isern, Garry W. Buchko, Kathleen Mcateer, and Joel G. Pounds",2009,10.1142/9789812836939_0042,19209722,"{57202553641: 'Bobbie Jo M. Webb-Robertson', 6603195245: 'Lee Ann McCue', 55843404000: 'Nathaniel Beagley', 7202518284: 'Jason E. McDermott', 6601965238: 'David S. Wunschel', 57188635929: 'Susan M. Varnum', 34769871100: 'Jianzhi Hu', 6602211768: 'Nancy G. Isern', 57194819692: 'Garry W. Buchko', 6602304065: 'Kathleen McAteer', 7004159993: 'Joel G. Pounds', 7003472399: 'Shawn J. Skerrett', 35463082000: 'H. Denny Liggitt', 7004592935: 'Charles W. Frevert'}","[2.0391777e-02 4.0194817e-02 1.0495611e-01 2.8420037e-02 4.6082210e-02
 3.1208518e-01 5.8873906e-04 2.0397131e-01 1.9856561e-02 5.3521730e-05
 5.7321772e-02 5.5716120e-02 1.0174481e-01 8.6169988e-03]",20
Supervised classification of array CGH data with HMM-based feature selection.,"Anneleen Daemen, Olivier Gevaert, Karin Leunen, Eric Legius, Ignace Vergote, and Bart De Moor",2009,10.1142/9789812836939_0045,19209723,"{23388654400: 'Anneleen Daemen', 23003890000: 'A. Olivier Gevaert', 14060577800: 'Karin Leunen', 7004429109: 'Eric LegiÃ¼s', 7006066615: 'Ignace B.P. VERGOTE', 35510667500: 'Bart L.R. de Moor'}","[0.00253933 0.01050588 0.02743477 0.13448517 0.01349333 0.19771957
 0.02245568 0.15639316 0.13548099 0.00502888 0.16884087 0.01249751
 0.00154352 0.11158136]",3
Inferring disease-related pathways using a probabilistic epistasis model.,"P.N. Kanabar, C.J. Vaske, C.H. Yeang, F.H. Yildiz, and J.M. Stuart",2009,10.1142/9789812836939_0046,19209724,"{56560210000: 'P. N. Kanabar', 6505868331: 'Charles Joseph Vaske', 6602600452: 'Chen Hsiang Yeang', 7006760654: 'Fitnat H. Yildiz', 56720469500: 'Joshua Michael Stuart'}","[3.8582437e-02 1.5975462e-01 1.6781585e-02 1.9220239e-01 5.0699655e-05
 1.5265666e-01 1.4454472e-01 4.2131413e-02 1.7547151e-01 1.5716893e-03
 2.4386533e-02 5.0699655e-05 5.1764347e-02 5.0699655e-05]",3
Combining mutual information with structural analysis to screen for functionally important residues in influenza hemagglutinin.,Peter M. Kasson and Vijay S. Pande,2009,10.1142/9789812836939_0047,19209725,"{6603659027: 'Peter M. Kasson', 7004966384: 'Vijay S. Pande'}","[3.3877656e-01 1.8144115e-03 3.3782613e-02 2.1686539e-02 2.8598581e-02
 8.7350957e-02 2.3414550e-02 2.1090375e-01 8.6400556e-05 9.5040607e-04
 2.6784169e-03 2.6870571e-02 2.1176776e-01 1.1318472e-02]",6
Master regulators used as breast cancer metastasis classifier.,"Wei Keat Lim, Eugenia Lyashenko, Andrea Califano",2009,10.1142/9789812836939_0048,19209726,"{18536137800: 'Wei Keat Lim', 15019345800: 'Eugenia Lyashenko', 7005602032: 'Andrea C. Califano'}","[7.0501977e-05 7.5507611e-02 7.0501977e-05 3.4059504e-01 9.9407788e-03
 3.0252397e-01 9.9407788e-03 1.1921884e-01 1.2760857e-02 7.0501977e-05
 1.0441343e-01 4.3006204e-03 6.4156796e-03 1.4170897e-02]",74
Prediction of interactions between HIV-1 and human proteins by information integration.,"Oznur Tastan, Yanjun Qi, Jaime G. Carbonell, and Judith Kleinseetharaman",2009,10.1142/9789812836939_0049,19209727,"{16234815600: 'Ãznur TaÅtan', 8324721600: 'Yanjun Qi', 35609950300: 'Jaime G. Carbonell', 6701805506: 'Judith Klein-Seetharaman'}","[2.55444851e-02 6.42956467e-03 1.21640402e-03 1.04900375e-01
 5.79240041e-05 1.66299820e-01 5.79240041e-05 4.11839634e-02
 7.00880447e-03 7.24629238e-02 1.88890174e-01 1.21640402e-03
 3.69613051e-01 1.51181649e-02]",128
FastChi: an efficient algorithm for analyzing gene-gene interactions.,"Xiang Zhang, Fei Zou, and Wei Wang",2009,10.1142/9789812836939_0050,19209728,"{55264772100: 'Xiang Zhang', 35294423500: 'Fei Zou', 55157954300: 'Wei Wang'}","[6.2273553e-04 2.8928895e-02 1.2511322e-02 5.6612320e-05 6.2273553e-04
 1.1441350e-01 3.8445425e-01 5.6612320e-05 3.9634281e-01 3.9685234e-02
 6.2839673e-03 5.6612320e-05 1.1888586e-03 1.4775815e-02]",22
Accurate taxonomic assignment of short pyrosequencing reads.,"JosÃÂ© C. Clemente , Jesper Jansson, Gabriel Valiente",2010,10.1142/9789814295291_0002,19908352,"{36602436000: 'JosÃ© Carlos Clemente', 10439175200: 'Jesper Jansson', 8234314900: 'Gabriel Valiente'}",,15
Benchmarking blast accuracy of genus/phyla classification of metagenomic reads.,"Steven D. Essinger, Gail L. Rosen",2010,10.1142/9789814295291_0003,19908353,"{35727476900: 'Steven D. Essinger', 9335288900: 'Gail L. Rosen'}","[4.74743683e-05 9.96961608e-04 1.94644893e-03 4.74743683e-05
 7.64337322e-03 3.41388166e-01 4.74743683e-05 4.74743683e-05
 1.19160665e-02 1.38672620e-01 2.14631617e-01 6.21914212e-03
 5.22218063e-04 2.75873542e-01]",0
Guided genome halving: provably optimal solutions provide good insights into the preduplication ancestral genome of Saccharomyces cerevisiae.,"Haris Gavranovic, Eric Tannier",2010,10.1142/9789814295291_0004,19908354,"{6505755418: 'Haris GavranoviÄ', 57204298691: 'Ãric Tannier'}",,13
A practical algorithm for estimation of the maximum likelihood ancestral reconstruction error.,"Glenn Hickey, Mathieu Blanchette",2010,10.1142/9789814295291_0005,19908355,"{23982422500: 'Glenn Hickey', 7004358364: 'Mathieu Blanchette'}","[3.67863468e-05 5.37448525e-02 6.65832870e-03 1.51191875e-02
 3.67863468e-05 1.98315188e-01 1.14037667e-03 3.67863468e-05
 6.36808455e-01 4.04649822e-04 1.99014135e-02 3.67863468e-05
 3.67863468e-05 6.77236691e-02]",0
Optimization methods for selecting founder individuals for captive breeding or reintroduction of endangered species.,"Webb Miller, Stephen J. Wright, Yu Zhang, Stephan C. Schuster, Vanessa M. Hayes",2010,10.1142/9789814295291_0006,19908356,"{7406059331: 'Webb C. Miller', 34870720300: 'Stephen J. Wright', 55934285700: 'Yu Zhang', 7202029217: 'Stephan C. Schuster', 7005075599: 'Vanessa M. Hayes'}","[2.9168126e-05 3.7364371e-02 1.1757672e-01 4.1127061e-03 4.5823127e-02
 2.2579046e-01 2.5175008e-01 5.2794311e-03 2.8558511e-01 9.0712877e-03
 6.1253062e-04 2.9168126e-05 3.2084939e-04 1.6655000e-02]",18
RNA structural segmentation.,"Ivan Dotu, William A. Lorenz, Pascal Van Hentenryck, Peter Clote",2010,10.1142/9789814295291_0008,19908358,"{8965072400: 'IvÃ¡n J. DotÃº', 18134071800: 'William Andrew Lorenz', 55667017700: 'Pascal van Hentenryck', 57204374015: 'Peter G. Clote'}","[6.2619902e-02 1.2377821e-02 4.6177037e-02 4.5674617e-05 4.5674617e-05
 1.9324930e-01 4.5674617e-05 6.8968674e-03 3.5128346e-01 1.6031789e-02
 2.5166713e-02 4.5674617e-05 2.1055996e-02 2.6495844e-01]",4
RNAz 2.0: improved noncoding RNA detection.,"Andreas R. Gruber, Sven FindeiÃÂ, Stefan Washietl, Ivo L. Hofacker, Peter F. Stadler",2010,10.1142/9789814295291_0009,19908359,"{55636322104: 'Andreas R. Gruber', 12766720200: 'Sven Findeiss', 6506193870: 'Stefan Washietl', 7004324809: 'Ivo L. Hofacker', 7102702401: 'Peter F. Stadler'}","[1.22187577e-01 8.94779898e-03 4.42192033e-02 3.74990748e-03
 3.71277965e-05 2.51763582e-01 4.08405758e-04 3.71277965e-05
 1.09564126e-01 3.71277965e-05 1.25157803e-01 7.79683643e-04
 4.49246354e-03 3.28618109e-01]",222
Identification and classification of small RNAs in transcriptome sequence data.,"D. Langenberger, C.I. Bermudez-Santana, P.F. Stadler, S. Hoffmann",2010,10.1142/9789814295291_0010,19908360,"{25635871300: 'David Langenberger', 35335998500: 'Clara Isabel Bermudez-Santana', 7102702401: 'Peter F. Stadler', 24471278600: 'Steve Hoffmann'}","[4.8784681e-02 5.7326302e-05 1.6681954e-02 9.1779411e-02 5.7326302e-05
 1.5713139e-01 1.7255217e-02 4.1332263e-02 1.0783078e-01 1.0949324e-02
 8.4326990e-02 5.7326302e-05 1.2095850e-02 4.1166016e-01]",47
Improvement of structure conservation index with centroid estimators.,"Yohei Okada, Kengo Sato, Yasubumi Sakakibara",2010,10.1142/9789814295291_0011,19908361,"{57225845336: 'Yohei Okada', 36343914400: 'Kengo Sato', 35829024200: 'Yasubumi Sakakibara'}","[1.7578608e-01 3.3722809e-03 2.0471169e-02 4.7496917e-05 4.7496917e-05
 2.3610717e-01 4.7496917e-05 7.1720341e-03 1.2971407e-01 4.7496917e-05
 5.9418641e-02 4.7496917e-05 5.2246609e-04 3.6719865e-01]",3
Dynamic programming algorithms for RNA structure prediction with binding sites.,"Unyanee Poolsap, Yuki Kato, Tatsuya Akutsu",2010,10.1142/9789814295291_0012,19908362,"{26032288300: 'Unyanee Poolsap', 56784814700: 'Yuki Kato', 7102080520: 'Tatsuya Akutsu'}","[3.7777430e-01 1.6723976e-02 6.8250494e-03 5.2099615e-05 5.2099615e-05
 4.6941750e-02 5.2099615e-05 5.2099615e-05 2.8243199e-01 2.6570803e-03
 6.8302594e-02 5.2099615e-05 5.5277690e-02 1.4280504e-01]",5
An algorithm for the energy barrier problem without pseudoknots and temporary arcs.,"Chris Thachuk, Jan Manuch, Arash RaÃ¯Â¬Âey, Leigh-Anne Mathieson, Ladislav Stacho, Anne Condon",2010,10.1142/9789814295291_0013,19908363,"{22982029700: 'Chris Thachuk', 6602439820: 'J. MaÅuch', 8982965500: 'Arash Rafiey', 55572767900: 'Leigh Anne Mathieson', 57207508667: 'Ladislav Stacho', 57204343485: 'Anne E. Condon'}","[4.91596669e-01 1.03749186e-01 5.20361997e-02 1.23141564e-01
 3.23206215e-04 3.23206215e-04 3.23206215e-04 3.55526851e-03
 1.87782809e-01 3.58758904e-02 3.23206215e-04 3.23206215e-04
 3.23206215e-04 3.23206215e-04]",18
Local optimization for global alignment of protein interaction networks.,"Leonid Chindelevitch, Chung-Shou Liao, Bonnie Berger",2010,10.1142/9789814295291_0015,19908365,"{14520917500: 'Leonid Chindelevitch', 7401957471: 'Chungshou Liao', 7201838430: 'Bonnie A. Berger'}","[5.01655450e-05 6.32587522e-02 3.01494915e-02 2.96478365e-02
 1.55513186e-03 1.50045156e-01 5.51821024e-04 5.01655450e-05
 5.06220520e-01 2.66379043e-02 1.00832749e-02 5.01655450e-05
 7.17868954e-02 1.09912716e-01]",38
Identification of coordinately dysregulated subnetworks in complex phenotypes.,"Salim A. Chowdhury, Mehmet Koyuturk",2010,10.1142/9789814295291_0016,19908366,"{36679790300: 'Salim Akhter Chowdhury', 8897820600: 'Mehmet KoyutÃ¼rk'}","[3.17823542e-05 3.49923745e-02 1.02021359e-02 1.87865496e-01
 3.17823542e-05 1.20804735e-01 2.76824310e-02 3.29614788e-01
 1.78966433e-01 9.85253020e-04 8.74332637e-02 3.84566514e-03
 1.75120775e-02 3.17823542e-05]",48
Subspace differential coexpression analysis: problem definition and a general approach.,"Gang Fang, Rui Kuang, Gaurav Pandey, Michael Steinbach, Chad L. Myers, Vipin Kumar",2010,10.1142/9789814295291_0017,19908367,"{45361022700: 'Gang Fang', 7004190781: 'Rui Kuang', 12752834100: 'Gaurav Pandey', 7006169243: 'Michael S. Steinbach', 7202314011: 'Chad L. Myers', 35446475800: 'Vipin P. Kumar'}","[3.1519164e-03 1.2794908e-03 1.3450256e-02 1.4514418e-01 3.4327802e-04
 2.0162901e-01 5.3364127e-03 3.7389216e-01 2.0162901e-01 1.9036325e-03
 2.1876171e-02 1.5010610e-02 7.2088381e-03 8.1450511e-03]",43
Estimation of protein and domain interactions in the switching motility system of Myxococcus xanthus.,"Faruck Morcos, Marcin Sikora, Mark Alber, Dale Kaiser, Jesus A. Izaguirre",2010,10.1142/9789814295291_0018,19908368,"{16031594600: 'Faruck Morcos', 8420133600: 'Marcin Sikora', 7006951076: 'Mark S. AlâBer', 57203088712: 'Dale Kaiser', 6603905955: 'JesÃºs A. Izaguirre'}","[4.7191206e-02 1.4576064e-01 4.7191206e-02 5.1552683e-02 1.8318213e-03
 7.3360078e-02 8.7229586e-05 8.7229586e-05 2.4171320e-01 4.8935797e-02
 2.1894626e-02 2.7041170e-03 2.8271109e-01 3.4979064e-02]",0
Exploring biological network dynamics with ensembles of graph partitions.,"Saket Navlakha, Carl Kingsford",2010,10.1142/9789814295291_0019,19908369,"{23486588700: 'Saket Navlakha', 35611336100: 'Carl L. Kingsford'}","[2.8966039e-02 6.7197084e-02 2.9999312e-02 4.8253775e-02 9.6783089e-03
 1.3918166e-01 3.4442379e-05 3.7132329e-01 2.7247366e-01 1.0677137e-03
 3.4442379e-05 3.4442379e-05 2.8966039e-02 2.7898329e-03]",17
Geometric evolutionary dynamics of protein interaction networks.,"Natasa Przulj, Oleksii Kuchaiev, Aleksandar Stevanovic, Wayne Hayes",2010,10.1142/9789814295291_0020,19908370,"{6603832221: 'Natasa Przulj', 24721579400: 'Oleksii Kuchaiev', 57197206791: 'Aleksandar StevanoviÄ', 7202649538: 'Wayne B. Hayes'}","[5.2312068e-03 1.0145957e-01 2.4606043e-02 6.5293200e-02 7.1041076e-04
 1.8283390e-01 6.4582797e-05 2.3314388e-02 5.0897700e-01 1.8793594e-02
 1.1689486e-02 6.4582797e-05 5.6897439e-02 6.4582797e-05]",36
The steady states and dynamics of urokinase-mediated plasmin activation.,"Lakshmi Venkatraman, Hanry Yu, Sourav S. Bhowmick, Forbes Dewey Jr., Lisa Tucker-Kellogg",2010,10.1142/9789814295291_0021,19908371,"{36515933400: 'Lakshmi Venkatraman', 8600106300: 'Hanry Yu', 7006796096: 'Sourav S. Bhowmick', 23030421500: 'C. Forbes Dewey', 6507530832: 'Lisa Tucker-Kellogg'}","[3.7021581e-02 6.6358650e-01 3.2252293e-02 5.2521758e-02 4.2327410e-03
 6.4444974e-02 1.2519375e-03 3.5233099e-02 5.9616072e-05 5.9616072e-05
 6.5577682e-04 5.9616072e-05 1.0498390e-01 3.6365804e-03]",3
Multi-resolution approach for interactively locating functionally linked ion binding sites by steering small molecules into electrostatic potential maps using a haptic device.,"Olivier Delalande, Nicolas Ferey, Benoist Laurent, Marc Gueroult, Brigitte Hartmann, Marc Baaden",2010,10.1142/9789814295291_0023,19908373,"{57190137113: 'Olivier Delalande', 8630017500: 'Nicolas FÃ©rey', 55574054400: 'Benoist Laurent', 36991614300: 'Marc GuÃ©roult', 7201381315: 'Brigitte Hartmann', 6601957611: 'Marc Baaden'}","[4.1092005e-01 1.1028251e-01 3.2143065e-01 1.7868632e-02 3.2461837e-03
 5.0622918e-02 2.9244899e-05 6.1706733e-03 3.2169389e-04 8.2178162e-03
 2.1962918e-02 2.9244899e-05 4.8868224e-02 2.9244899e-05]",5
Predicting RNA structure by multiple template homology modeling.,"Samuel C. Flores, Yaqi Wan, Rick Russell, Russ B. Altman",2010,10.1142/9789814295291_0024,19908374,"{7005423829: 'Samuel Coulbourn Flores', 36674111200: 'Yaqi Wan', 7403934176: 'Rick Russell', 7202798518: 'Russ B. Altman'}","[5.36872208e-01 7.73822218e-02 1.18351355e-01 3.53182186e-05
 3.88500397e-04 4.70085517e-02 3.53182186e-05 3.56714008e-03
 9.21805482e-03 1.13371471e-02 3.53182186e-05 1.09486468e-03
 3.64130810e-02 1.58260942e-01]",57
Constructing multi-resolution Markov State Models (MSMs) to elucidate RNA hairpin folding mechanisms.,"Xuhui Huang, Yuan Yao, Gregory R. Bowman, Jian Sun, Leonidas J. Guibas, Gunnar Carlsson, Vijay S. Pande",2010,10.1142/9789814295291_0025,19908375,"{55500171200: 'Xuhui Huang', 36639058600: 'Yuan Yao', 24334008700: 'Gregory R. Bowman', 56192121900: 'Jian Sun', 35451872900: 'Leo J. Guibas', 35468118200: 'Gunnar E. Carlsson', 7004966384: 'Vijay S. Pande'}","[2.6326630e-01 3.8056836e-01 1.9934367e-02 1.0822511e-03 2.8278176e-03
 1.3409440e-01 3.4911325e-05 9.2549928e-02 8.4171213e-02 3.4911325e-05
 3.4911325e-05 3.4911325e-05 3.4911325e-05 2.1330820e-02]",65
Multiscale dynamics of macromolecules using normal mode Langevin.,"Jesus A Izaguirre, Christopher R. Sweet, Vijay S. Pande",2010,10.1142/9789814295291_0026,19908376,"{6603905955: 'JesÃºs A. Izaguirre', 15926508900: 'Christopher R. Sweet', 7004966384: 'Vijay S. Pande'}","[2.2674756e-01 3.7243861e-01 5.3080950e-02 3.6331930e-05 3.6331930e-05
 1.2538148e-01 3.6331930e-05 3.6331930e-05 1.8823572e-01 3.6331930e-05
 3.6331930e-05 3.6331930e-05 1.4205784e-02 1.9655574e-02]",39
Insights into the intra-ring subunit order of TRiC/CCT: a structural and evolutionary analysis.,"Nir Kalisman, Michael Levitt",2010,10.1142/9789814295291_0027,19908377,"{24344207000: 'Nir Kalisman', 35599897600: 'Michael D. Levitt'}","[5.5665594e-01 1.0567666e-02 9.4113089e-02 5.5328095e-05 5.5328095e-05
 6.0916230e-02 5.5328095e-05 4.3764520e-02 2.7719375e-02 1.8313598e-02
 1.1120947e-02 5.5328095e-05 1.1181808e-01 6.4789198e-02]",5
"""Cross-graining"": efficient multi-scale simulation via Markov state models.","Peter Kasson, Vijay Pande",2010,10.1142/9789814295291_0028,19908378,"{6603659027: 'Peter M. Kasson', 7004966384: 'Vijay S. Pande'}","[1.45435512e-01 5.23654044e-01 6.22767024e-02 6.77590258e-04
 5.60551928e-03 1.18331894e-01 6.15991157e-05 6.15991157e-05
 8.38363916e-02 6.15991157e-05 9.91745759e-03 6.77590258e-04
 4.93408889e-02 6.15991157e-05]",5
Toward understanding allosteric signaling mechanisms in the ATPase domain of molecular chaperones.,"Ying Liu, Ivet Bahar ",2010,10.1142/9789814295291_0029,19908379,"{55924894400: 'Ying Liu', 7006697439: 'Ivet Bahar'}","[1.10262915e-01 2.40917094e-02 1.08943172e-02 1.06355445e-02
 2.58772398e-05 2.38329358e-02 2.58772398e-05 2.58772398e-05
 1.73636265e-02 2.58772398e-05 2.58772398e-05 2.84649635e-04
 7.77636945e-01 2.48680264e-02]",10
"3D-blast: 3D protein structure alignment, comparison, and classification using spherical polar Fourier correlations.",Lazaros Mavridis. David W. Ritchie,2010,10.1142/9789814295291_0030,19908380,"{22734847600: 'Lazaros Mavridis', 7201711065: 'David W. Ritchie'}","[3.3503792e-01 1.1549070e-02 4.7747642e-02 6.3203863e-04 1.7811996e-03
 1.6553666e-01 5.7458055e-05 6.3835897e-02 4.4874739e-02 1.2359228e-01
 4.4300158e-02 9.2507470e-03 1.3278557e-01 1.9018615e-02]",21
Structural prediction of protein-RNA interaction by computational docking with propensity-based statistical potentials.,"Laura Perez-Cano, Albert Solernou, Carles Pons, Juan Fernandez-Recio",2010,10.1142/9789814295291_0031,19908381,"{23991040900: 'Laura PÃ©rez-Cano', 23028940200: 'Albert Solernou', 24071268100: 'Carles Pons', 55909661300: 'Juan FernÃ¡ndez-Recio'}","[6.3421577e-01 8.4654457e-04 2.0086193e-02 7.6958597e-05 7.6958597e-05
 1.6861628e-01 1.6161305e-03 7.6958597e-05 7.6958597e-05 1.0081576e-02
 1.4699092e-02 7.6958597e-05 4.1634597e-02 1.0781900e-01]",45
Improving the prediction of pharmacogenes using text-derived drug-gene relationships.,"Yael Garten, Nicholas P. Tatonetti, Russ B. Altman",2010,10.1142/9789814295291_0033,19908383,"{25645656100: 'Yael Garten', 35604787200: 'Nicholas P. Tatonetti', 7202798518: 'Russ B. Altman'}","[8.70355964e-03 4.33012938e-05 2.42920239e-02 1.75413534e-01
 1.47657404e-02 1.14358716e-01 4.33012938e-05 4.76314221e-04
 1.56317651e-02 5.34814239e-01 1.06131472e-01 5.23945643e-03
 4.33012938e-05 4.33012938e-05]",27
Finding unique filter sets in PLATO: a precursor to efficient interaction analysis in GWAS data.,"Benjamin J. Grady, Eric Torstenson, Scott M. Dudek, Justin Giles, David Sexton, Marylyn D. Ritchie",2010,10.1142/9789814295291_0034,19908384,"{37035864800: 'Benjamin J. Grady', 57207907589: 'Eric S. Torstenson', 7006790540: 'Scott M. Dudek', 55572384800: 'Justin Giles', 57221341668: 'David P. Sexton', 7102927061: 'Marylyn D. Ritchie'}","[3.1505988e-04 3.1505988e-04 2.7756774e-01 3.1505988e-04 2.2369251e-02
 1.8304978e-01 3.7838688e-01 5.3875238e-02 3.1505988e-04 2.8670449e-02
 2.5519850e-02 2.8670449e-02 3.1505988e-04 3.1505988e-04]",52
Enabling personal genomics with an explicit test of epistasis.,"Casey S. Greene, Daniel S. Himmelstein, Heather H. Nelson, Karl T. Kelsey, Scott M. Williams, Angeline S. Andrew, Margaret R. Karagas, Jason H. Moore",2010,10.1142/9789814295291_0035,19908385,"{12141512300: 'Casey S. Greene', 36089852400: 'Daniel Scott Himmelstein', 7402584225: 'Heather H. Nelson', 57204863463: 'Karl T. Kelsey', 7404835124: 'Scott M. Williams', 7102640658: 'Angeline S. Andrew', 7003779589: 'Margaret Rita Karagas', 7405241093: 'Jason H. Moore'}","[3.5632842e-05 2.9254561e-02 8.4841795e-02 6.5243736e-02 5.4553881e-02
 2.1846494e-01 4.5364168e-01 1.8172748e-03 1.4609464e-03 3.5632842e-05
 7.5577259e-02 3.5632842e-05 1.2507127e-02 2.5299317e-03]",48
Loss of post-translational modification sites in disease.,"Shuyan Li, Lilia M. Iakoucheva, Sean D. Mooney, Predrag Radivojac",2010,10.1142/9789814295291_0036,19908386,"{26326928200: 'Shuyan Li', 57207017211: 'Lilia M. Iakoucheva', 57207721730: 'Sean David Mooney', 6602502392: 'Predrag Radivojac'}","[2.0367558e-01 6.2424053e-02 3.5085052e-02 2.0215675e-01 3.5085052e-02
 1.5188335e-04 4.8754551e-02 6.2272171e-03 1.5188335e-04 1.5188335e-04
 1.5188335e-04 5.6348719e-02 3.4948358e-01 1.5188335e-04]",89
Detecting genome-wide haplotype polymorphism by combined use of Mendelian constraints and local population structure.,"Xin Li, Yixuan Chen, Jing Li",2010,10.1142/9789814295291_0037,19908387,"{55924858800: 'Xin Li', 23982185000: 'Yixuan Chen', 19034841800: 'Jing Li'}","[4.2383661e-05 3.0134780e-02 2.9710945e-02 4.6622026e-04 1.7377300e-03
 1.2083581e-01 5.1373231e-01 5.1284228e-03 2.9121810e-01 4.2383661e-05
 4.2383661e-05 4.2383661e-05 6.3999328e-03 4.6622026e-04]",6
Sequence feature variant type (SFVT) analysis of the HLA genetic association in juvenile idiopathic arthritis.,"Glenys Thomson, Nishanth Marthandan, Jill A. Hollenbach, Steven J. Mack, Henry A. Erlich, Richard M. Single, Matthew J. Waller, Steven G.E. Marsh, Paula A. Guidry, David R. Karp, Richard H. Scheuermann, Susan D. Thompson, David N. Glass, Wolfgang Helmberg",2010,10.1142/9789814295291_0038,19908388,"{7202611545: 'Glenys J. Thomson', 6506884382: 'Nishanth Marthandan', 6603309682: 'Jill Allison Hollenbach', 7006007713: 'Steven J. Mack', 35391991700: 'Henry A. Erlich', 6603167989: 'Richard M. Single', 7103042594: 'Matthew J. Waller', 55942654100: 'Steven G.E. Marsh', 8886357500: 'Paula A. Guidry', 7004377665: 'David R. Karp', 7006976175: 'Richard H. Scheuermann', 7403233264: 'Susan D. Thompson', 7102131094: 'David N. Glass', 55923679400: 'Wolfgang Helmberg'}","[0.01368159 0.00124378 0.00124378 0.1256219  0.05099502 0.00124378
 0.3868159  0.00124378 0.00124378 0.00124378 0.00124378 0.29975125
 0.11318408 0.00124378]",17
COKGEN: a software for the identification of rare copy number variation from SNP microarrays.,"Gokhan Yavas, Mehmet Koyuturk, Meral Ozsoyoglu, Meetha P. Gould, Thomas Laframboise",2010,10.1142/9789814295291_0039,19908389,"{57225737902: 'GÃ¶khan YavaÅ', 8897820600: 'Mehmet KoyutÃ¼rk', 6701321177: 'Zehra Meral ÃzsoyoÄlu', 7202791860: 'Meetha P. Gould', 8575820300: 'Thomas Laframboise'}","[3.2724460e-04 2.6804307e-02 6.8156131e-02 4.7896714e-03 8.9546023e-03
 3.6208129e-01 2.3118344e-01 8.6303331e-02 9.2253231e-02 3.0047006e-03
 5.2983880e-02 2.9749510e-05 2.9749510e-05 6.3098714e-02]",5
Co-design in synthetic biology: a system-level analysis of the development of an environmental sensing device.,"David A. Ball, Matthew W. Lux, Russell R. Graef, Matthew W. Peterson, Jane D. Valenti, John Dileo, Jean Peccoud",2010,10.1142/9789814295291_0041,19908391,"{57125512600: 'David A. Ball', 35269458000: 'Matthew W. Lux', 55573220800: 'Russell R. Graef', 58826698400: 'Matthew W. Peterson', 58322095500: 'Jane D. Valenti', 56618434800: 'John Dileo', 6701730721: 'Jean Peccoud'}","[1.15763374e-01 4.97448266e-01 1.72189489e-01 3.59401965e-05
 2.55534798e-02 4.99928147e-02 3.59401965e-05 2.73504891e-02
 3.59401965e-05 2.69910879e-02 1.98030472e-02 2.91115604e-03
 4.71175984e-02 1.47714205e-02]",5
Critical analysis of transcriptional and post-transcriptional regulatory networks in multiple myeloma.,"Marta Biasiolo, Mattia Forcato , Lino Possamai, Francesco Ferrari, Luca Agnelli, Marta Lionetti, Katia Todoerti, Antonino Neri, Massimo Marchiori, Stefania Bortoluzzi, Silvio Bicciato",2010,10.1142/9789814295291_0042,19908392,"{35298619800: 'Marta Biasiolo', 54388955600: 'Mattia Forcato', 55265723400: 'Lino Possamai', 24755052000: 'Francesco Ferrari', 8343714000: 'Luca Agnelli', 22934816800: 'Marta Lionetti', 12445407000: 'Katia Todoerti', 57203261663: 'Antonino Neri', 7003307946: 'Massimo Marchiori', 6601962215: 'Stefania Bortoluzzi', 6701569893: 'Silvio Bicciato'}","[2.8377245e-03 9.4275512e-02 1.7551851e-02 3.7349355e-01 7.3570624e-04
 1.7835623e-01 7.3570624e-04 1.6994816e-01 7.0802972e-02 2.3157232e-02
 7.0417603e-03 1.4363789e-03 5.9592213e-02 3.5033634e-05]",6
A computational model of gene expression in an inducible synthetic circuit.,"Francesca Ceroni, Simone Furini, Silvio Cavalcanti",2010,10.1142/9789814295291_0043,19908393,"{56543252300: 'Francesca Ceroni', 14421078400: 'Simone Furini', 7006179851: 'Silvio Cavalcanti'}","[8.06606039e-02 6.67863369e-01 5.27365543e-02 7.97829925e-05
 8.77612911e-04 5.35343848e-02 8.77612911e-04 1.68342106e-02
 1.44407209e-02 7.97829925e-05 7.97829925e-05 3.27110244e-03
 1.67544268e-03 1.06988996e-01]",1
Retrovirus HTLV-1 gene circuit: a potential oscillator for eukaryotes.,"Alberto Corradin, Barbara Di Camillo, Francesca Rende, Vincenzo Ciminale, Gianna Maria Toffolo, Claudio Cobelli",2010,10.1142/9789814295291_0044,19908394,"{24765998500: 'Alberto Corradin', 12771391500: 'Barbara Di Camillo', 26533534200: 'Francesca Rende', 6604066350: 'Vincenzo Ciminale', 7004678431: 'Gianna Maria Toffolo', 7101795724: 'Claudio Cobelli'}","[1.7144854e-01 4.4038743e-01 1.8339768e-02 2.6960459e-03 5.9279729e-02
 5.4952741e-02 3.3284519e-05 3.0288913e-03 5.0259624e-03 3.6612971e-04
 3.6612971e-04 1.6975104e-03 1.5214352e-01 9.0234324e-02]",8
